job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills
Data Engineer,Data Engineer - Data Platform,"Mountain View, CA",via LinkedIn,Full-time,0,"Illinois, United States",2/1/2023,0,1,United States,year,235552,,TikTok,"['sql', 'spark', 'kafka']"
Data Engineer,Sr. Data Engineer,Anywhere,via Dice,Full-time,1,"California, United States",2/8/2023,0,1,United States,year,135000,,"GlobalLogic, Inc.","['snowflake', 'aws', 'airflow', 'qlik', 'docker']"
Data Engineer,Principal Data Engineer,Anywhere,via LinkedIn,Full-time,1,Canada,2/20/2023,0,0,Canada,year,157500,,Realtime Recruitment,"['sql', 'snowflake', 'redshift']"
Senior Data Engineer,Senior Data Engineer,"Bellevue, WA",via LinkedIn,Full-time,0,Sudan,2/3/2023,0,1,Sudan,hour,,80,"KellyMitchell Group, Inc","['sql', 'nosql', 'scala', 'python', 'sql server', 'snowflake', 'databricks', 'azure', 'spark', 'hadoop', 'power bi', 'dax']"
Data Scientist,Actuarial Data Scientist II - Personal Auto (Hybrid),"Las Vegas, NV",via Adzuna,Full-time,0,"California, United States",2/13/2023,0,1,United States,year,30594,,American Family Insurance Group,['phoenix']
Data Engineer,Data Engineer,Anywhere,via LinkedIn,Contractor,1,"Texas, United States",2/8/2023,1,0,United States,hour,,62.5,Advantis Global,
Senior Data Analyst,Senior Data Analyst,"Madrid, Spain",via Ai-Jobs.net,Full-time,0,Spain,2/20/2023,0,0,Spain,year,111175,,Netcentric,"['sql', 'react', 'node.js', 'angular', 'qlik', 'looker', 'npm']"
Data Engineer,Data Engineer,"Deerfield, IL",via Ladders,Full-time,0,Sudan,2/16/2023,0,0,Sudan,year,90000,,Discover Financial Services,"['sql', 'python', 'nosql', 'aws', 'snowflake', 'gcp', 'azure', 'unix']"
Data Engineer,Data Engineer,"Emeryville, CA",via LinkedIn,Contractor,0,"Florida, United States",2/14/2023,0,0,United States,hour,,77.5,Robert Half,"['python', 'sql', 'go', 'snowflake', 'aws', 'airflow', 'unix']"
Data Engineer,Data Engineer,"Merrimack, NH",via Dice,Contractor,0,"California, United States",2/27/2023,0,1,United States,hour,,59,Kforce Technology Staffing,"['java', 'shell', 'perl', 'python', 'selenium', 'excel']"
Data Analyst,Remote Data Analyst,Anywhere,via LinkedIn,Contractor,1,"Texas, United States",2/26/2023,0,0,United States,hour,,39,Insight Global,"['sql', 'oracle', 'snowflake']"
Senior Data Engineer,Senior Data Engineer - Remote,Anywhere,via LinkedIn,Full-time,1,"Florida, United States",2/9/2023,0,0,United States,year,135000,,Optum,"['sql', 'python', 'azure', 'databricks', 'snowflake', 'kafka', 'airflow', 'unix', 'linux', 'flow']"
Data Engineer,Data Engineer (Multiple Levels),"Reston, VA",via LinkedIn,Full-time,0,Sudan,2/17/2023,0,1,Sudan,year,122340,,Noblis,"['python', 'sql', 'mongodb', 'mongodb', 'java', 'javascript', 'postgresql', 'mysql', 'oracle', 'hadoop', 'spark', 'docker', 'kubernetes', 'git']"
Data Scientist,"Research Data Scientist II, Health Economics & Outcomes Research...",Anywhere,via Indeed,Contractor,1,Sudan,2/17/2023,0,0,Sudan,hour,,57.5,Intuitive,"['r', 'sql', 'snowflake']"
Data Engineer,Azure Data Engineer With DataBricks,"Cary, NC",via Dice,Full-time,0,Sudan,2/16/2023,1,0,Sudan,year,130000,,3B Staffing LLC,"['sql', 'python', 'scala', 'azure', 'databricks', 'ssis']"
Data Engineer,Data Engineer,"Creve Coeur, MO",via LinkedIn,Contractor,0,"New York, United States",2/15/2023,0,0,United States,hour,,62.5,TekWissen ®,"['python', 'scala', 'go', 'java', 'javascript', 'r', 'sql', 'bash', 'aws', 'graphql', 'kafka', 'spark', 'github', 'docker', 'kubernetes']"
Senior Data Engineer,Systems Analyst - Senior(Data Engineering),United States,via UPMC - Careers,Full-time,0,"Illinois, United States",2/22/2023,1,0,United States,hour,,50.21500015,UPMC,
Data Analyst,Financial Data Analyst,"Guadalajara, Jalisco, Mexico",via Ai-Jobs.net,Full-time,0,Mexico,2/1/2023,0,0,Mexico,year,99150,,Bosch Group,"['power bi', 'excel']"
Data Analyst,Junior Data Analyst,"Jacksonville, FL",via Dice,Contractor,0,"Florida, United States",2/16/2023,1,1,United States,hour,,24,Kforce Technology Staffing,"['sql', 'excel', 'spreadsheet']"
Data Scientist,Data Scientist Lead - Fraud Detection,"Zürich, Switzerland",via Ai-Jobs.net,Full-time,0,Switzerland,2/1/2023,0,0,Switzerland,year,157500,,dentsu international,"['sas', 'sas', 'r', 'python', 'aws']"
Senior Data Scientist,Senior Data Scientist,"McLean, VA",via Dice,Contractor,0,Georgia,2/24/2023,0,1,United States,hour,,90,Kforce Technology Staffing,"['sql', 'r', 'python', 'mysql', 'hadoop', 'kafka', 'spark', 'plotly', 'seaborn', 'ggplot2']"
Data Scientist,"Director, Data Science - New Initiatives","San Francisco, CA",via My Stateline Jobs,Full-time,0,"California, United States",2/2/2023,0,0,United States,year,258000,,Dropbox,['sql']
Data Scientist,Data Scientist - Contract to Hire,Anywhere,via Upwork,Contractor,1,"Texas, United States",2/28/2023,0,0,United States,hour,,24,Upwork,"['r', 'sql', 'python', 'scala', 'java', 'c++', 'hadoop', 'tableau']"
Data Scientist,Lead Data Scientist: Game Analytics,"New York, NY",via Ladders,Full-time,0,"New York, United States",2/22/2023,0,1,United States,year,175000,,Rockstar Games,"['python', 'r', 'hadoop']"
Business Analyst,Business Strategy Analyst Senior – Advanced Analytics and Data...,Anywhere,via Indeed,Full-time,1,"Texas, United States",2/15/2023,0,1,United States,year,133340,,USAA,"['r', 'python', 'phoenix', 'excel', 'tableau']"
Senior Data Engineer,Senior Data Engineer,"Chicago, IL",via LinkedIn,Contractor,0,Sudan,2/21/2023,0,0,Sudan,year,175000,,Synergy Interactive,"['java', 'c#', 'python', 'nosql', 'sql', 'aws', 'jenkins', 'terraform', 'ansible']"
Software Engineer,Power BI Developer,"Košice, Slovakia",via Ai-Jobs.net,Full-time,0,Slovakia,2/16/2023,0,0,Slovakia,year,89100,,Deutsche Telekom IT Solutions Slovakia,"['sql', 'azure', 'power bi', 'dax']"
Senior Data Scientist,"Data Scientist, Senior","Huntsville, AL",via Central Illinois Proud Jobs,Full-time,0,"Illinois, United States",2/24/2023,0,1,United States,year,152650,,Booz Allen Hamilton,"['python', 'java', 'nosql', 'aws', 'hadoop']"
Data Scientist,Data Scientist,Anywhere,via LinkedIn,Full-time,1,"Illinois, United States",2/10/2023,0,0,United States,year,150000,,Apex Systems,"['python', 'pytorch', 'tensorflow']"
Senior Data Analyst,Senior Database Analyst,"St. Louis, MO",via LinkedIn,Contractor,0,"Illinois, United States",2/7/2023,1,0,United States,hour,,62.5,Apolis,"['sql', 'db2', 'sql server', 'azure', 'windows', 'ssis']"
Data Analyst,Data Analyst III,"Madison, WI",via Ladders,Full-time,0,"Illinois, United States",2/9/2023,0,0,United States,year,90000,,AE Business Solutions,"['sql', 'python', 'r', 'power bi']"
Data Analyst,PGIM Private Capital - Data Analyst - Business Intelligence (Hybrid),"Newark, NJ",via Prudential Financial - Talentify,Full-time,0,"New York, United States",2/14/2023,0,1,United States,year,100000,,Prudential Financial,"['nosql', 'cognos', 'tableau', 'power bi', 'flow']"
Data Scientist,Sr. Data Scientist,Anywhere,via Indeed,Full-time,1,"Illinois, United States",2/17/2023,0,0,United States,hour,,67.5,Altak Group,"['r', 'sql', 'python', 'scala', 'java', 'c++', 'hadoop', 'tableau']"
Data Analyst,Data Analyst/Administrative Assistant,"San Francisco, CA",via Indeed,Full-time,0,"California, United States",2/6/2023,0,1,United States,year,50000,,Tuba Group,"['word', 'spreadsheet', 'excel']"
Senior Data Engineer,Senior Data Engineer,United States,via LinkedIn,Contractor,0,Georgia,2/14/2023,0,0,United States,year,150000,,iLocatum,"['nosql', 'sql', 'cassandra', 'azure', 'aws', 'gcp', 'kafka', 'spark', 'hadoop', 'airflow']"
Data Analyst,Business Data Analyst,"New York, NY",via Indeed,Contractor,0,"New York, United States",2/17/2023,0,0,United States,hour,,64.5,Crox Consulting,"['python', 'sql', 'excel', 'ssrs']"
Data Engineer,Data Engineer,"Colorado Springs, CO",via Indeed,Full-time,0,Georgia,2/23/2023,0,1,United States,year,160000,,DCI Solutions,"['python', 'sql', 'r', 'spark', 'pyspark', 'pandas']"
Data Engineer,Senior Data Engineer Jobs,"DHS, VA",via Clearance Jobs,Contractor,0,"Illinois, United States",2/11/2023,0,0,United States,year,137500,,Sedona,"['python', 'sql', 'scala', 'java', 'r', 'matlab', 'sas', 'sas', 'mongodb', 'mongodb', 'oracle', 'azure', 'tableau']"
Data Engineer,Data Engineer (Melbourne & Sydney),"Malvern East VIC, Australia",via Ai-Jobs.net,Full-time,0,Australia,2/17/2023,1,0,Australia,year,147500,,The Data Foundry,"['go', 'python', 'java', 'aws', 'node.js', 'bitbucket', 'jenkins', 'docker']"
Data Scientist,ITASE Data Scientist,"Huntsville, AL",via Ladders,Full-time,0,Georgia,2/27/2023,0,0,United States,year,115000,,Peraton,"['c#', 'c++', 'r', 'python', 'sql', 'hadoop', 'windows', 'power bi', 'tableau']"
Data Engineer,Snowflake Data Engineer,"Denver, CO",via LinkedIn,Contractor,0,Georgia,2/11/2023,0,0,United States,hour,,62.5,Apolis,"['python', 'snowflake']"
Data Analyst,Data Analysis Manager,"Columbia, SC",via Ladders,Full-time,0,Georgia,2/22/2023,0,0,United States,year,125000,,BlueCross BlueShield of South Carolina,"['sas', 'sas', 'db2', 'tableau']"
Senior Data Engineer,Senior Data Engineer,"Dover, DE",via My ArkLaMiss Jobs,Full-time,0,"California, United States",2/28/2023,0,1,United States,year,170672,,Capital One,"['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark']"
Senior Data Engineer,"Senior Data Engineer Nerd (Small, fun team. No red tape) 🤓",Anywhere,via LinkedIn,Full-time,1,"California, United States",2/26/2023,0,1,United States,year,112500,,Validate Health,"['sql', 'python', 'r', 'sas', 'sas', 'shell', 'postgresql', 'databricks', 'aws', 'redshift', 'spark', 'airflow', 'linux', 'ssis', 'git', 'github', 'docker']"
Data Analyst,HR Data Risk & Control Analyst,"Bay Harbor Islands, FL",via KSNT Jobs,Full-time,0,"Florida, United States",2/8/2023,0,0,United States,year,125540,,Citi,
Data Analyst,Data Analyst Marketing - H/F,"Saint-Denis, France",via Ai-Jobs.net,Full-time,0,France,2/3/2023,0,0,France,year,51014,,Showroomprive.com,['sql']
Data Scientist,"Lead Data Scientist, Risk Analytics","San Francisco, CA",via ZipRecruiter,Full-time,0,"California, United States",2/24/2023,0,1,United States,year,130000,,Extend,"['sql', 'python', 'r', 'snowflake', 'github', 'jira']"
Data Analyst,Data Analyst/Senior Data Analyst,"Somerville, MA",via Indeed,Full-time,0,"New York, United States",2/28/2023,0,0,United States,year,110500,,Liberty Mutual Insurance,"['sql', 'excel']"
Senior Data Engineer,Senior Tableau Data Engineer,"Chicago, IL",via Ladders,Full-time,0,Georgia,2/25/2023,1,1,United States,year,90000,,Keeper Security,"['sql', 'python', 'mysql', 'tableau']"
Data Analyst,Data Analyst,"Burnsville, NC",via LinkedIn,Contractor,0,"Florida, United States",2/3/2023,1,0,United States,hour,,50,Insight Global,"['sql', 'excel']"
Data Scientist,Lead Data Scientist - Onsite Role,"Lake Forest, CA",via LinkedIn,Full-time,0,"California, United States",2/11/2023,0,1,United States,year,155000,,CyberCoders,"['sql', 'matlab', 'python', 'r', 'scala', 'spark', 'word', 'git']"
Senior Data Engineer,Senior Data Engineer,"Hockessin, DE",via Adzuna,Full-time,0,"Texas, United States",2/26/2023,0,1,United States,year,173500,,Capital One,"['scala', 'python', 'nosql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark']"
Data Analyst,Lead Data Analyst,"St. Louis, MO",via Ladders,Full-time,0,"Illinois, United States",2/23/2023,1,0,United States,year,90000,,Wells Fargo,"['sas', 'sas', 'sql']"
Senior Data Scientist,Senior Data Scientist,"Rosemont, IL",via Dice,Contractor,0,"Illinois, United States",2/20/2023,0,1,United States,hour,,145,Kforce Technology Staffing,"['sql', 'python', 'r', 'oracle', 'alteryx']"
Data Scientist,"Manager, Data Science, Battery & Energy Intelligence","Newark, CA",via Big Country Jobs,Full-time,0,"California, United States",2/25/2023,0,1,United States,year,182000,,Lucid Motors,"['python', 'scala', 'java', 'spark', 'airflow', 'kubernetes']"
Data Scientist,Lead Data Scientist,"Austin, TX",via LinkedIn,Full-time,0,"Texas, United States",2/10/2023,0,1,United States,year,175000,,Rise Technical,"['python', 'javascript']"
Data Engineer,AWS Data Engineer,Anywhere,via LinkedIn,Full-time,1,Sudan,2/17/2023,0,0,Sudan,year,130000,,e-Business International Inc,"['sql', 'powershell', 'python', 'bash', 'ruby', 'ruby', 'perl', 'sas', 'sas', 'aws', 'redshift', 'alteryx', 'terraform']"
Data Scientist,Data Scientist,"Budapest, Hungary",via Ai-Jobs.net,Full-time,0,Hungary,2/8/2023,0,0,Hungary,year,157500,,Diligent Corporation,"['python', 'sql', 'postgresql', 'aws', 'tensorflow', 'keras', 'pytorch', 'django']"
Senior Data Analyst,Senior Data Analyst,"Charlotte, NC",via PostJobFree,Full-time,0,Georgia,2/4/2023,1,0,United States,hour,,74,"Global Channel Management, Inc","['sql', 'oracle', 'snowflake']"
Data Analyst,Data Analyst,"Fort Worth, TX",via Central Illinois Proud Jobs,Contractor,0,"Texas, United States",2/7/2023,0,0,United States,hour,,57.61999893,CorTech LLC,"['python', 'sql']"
Machine Learning Engineer,Machine Learning Engineer,Anywhere,via Web3 Jobs,Full-time,1,Ireland,2/10/2023,0,0,Ireland,year,106000,,CitySwifter,"['python', 'pandas', 'numpy', 'scikit-learn', 'tensorflow', 'jupyter', 'tableau', 'word']"
Senior Data Engineer,"Sr. Manager, Data Engineering & Analytics","Bengaluru, Karnataka, India",via Ai-Jobs.net,Full-time,0,India,2/27/2023,0,0,India,year,147500,,Databricks,"['sql', 'python', 'scala', 'databricks', 'azure', 'aws', 'gcp', 'spark', 'excel', 'unify']"
Data Scientist,Data Scientist,Anywhere,via Upwork,Contractor,1,"Texas, United States",2/22/2023,0,0,United States,hour,,12,Upwork,['python']
Data Scientist,Data Scientist II - Image Analysis,"Lexington, SC",via Ladders,Full-time,0,Georgia,2/9/2023,0,0,United States,year,90000,,Novo Nordisk US,"['python', 'nosql', 'aws', 'tensorflow', 'pytorch', 'git', 'jira']"
Data Engineer,Experienced Data Engineer,Anywhere,via Upwork,Full-time,1,Georgia,2/23/2023,1,0,United States,hour,,27.5,Upwork,"['sql', 'python', 'java', 'aws', 'hadoop', 'spark', 'linux', 'kubernetes', 'docker']"
Data Engineer,Data engineer (python+pyspark+sql) - Contract to Hire,Anywhere,via Upwork,Contractor,1,"Illinois, United States",2/13/2023,1,0,United States,hour,,11,Upwork,"['python', 'sql', 'aws', 'pyspark']"
Data Scientist,"Associate Data Scientist, Marketing & Online - Remote | WFH",Anywhere,via Get.It,Full-time,1,"Florida, United States",2/7/2023,0,0,United States,year,150000,,Get It Recruit - Marketing,"['python', 'sql', 'bigquery', 'excel', 'tableau']"
Data Engineer,Data Engineer,"Hyderabad, Telangana, India",via Ai-Jobs.net,Full-time,0,India,2/9/2023,0,0,India,year,147500,,IQ-EQ,"['sql', 'bash', 'python', 'go', 'scala', 'c++', 'kotlin', 'javascript', 'sql server', 'aws', 'azure', 'gcp', 'snowflake', 'databricks', 'redshift', 'pandas', 'numpy', 'pyspark', 'kafka', 'node.js', 'linux']"
Senior Data Scientist,"Senior Data Scientist I - Advanced Analytics, AI & RWD","Lexington, SC",via Ladders,Full-time,0,"New York, United States",2/23/2023,0,0,United States,year,90000,,Novo Nordisk US,"['r', 'python', 'sql']"
Data Scientist,Data Scientist,United States,via LinkedIn,Full-time,0,Sudan,2/3/2023,0,0,Sudan,year,110000,,Compri Consulting,['sql']
Data Engineer,Data Engineer,"Palo Alto, CA",via Ladders,Full-time,0,"California, United States",2/27/2023,0,1,United States,year,150000,,Luminar Technologies,"['nosql', 'python', 'mongodb', 'mongodb', 'aws', 'gcp', 'azure', 'redshift', 'bigquery', 'snowflake', 'airflow', 'react', 'spark', 'hadoop', 'kafka', 'linux', 'docker', 'kubernetes', 'terraform']"
Data Engineer,Data Engineer (Azure),Finland,via Ai-Jobs.net,Full-time,0,Finland,2/23/2023,0,0,Finland,year,96773,,Nortal,"['sql', 'go', 'azure', 'databricks', 'power bi', 'terraform']"
Senior Data Scientist,Senior Data Scientist,Anywhere,via LinkedIn,Full-time,1,"Illinois, United States",2/20/2023,0,0,United States,hour,,95,Parallel Consulting,"['python', 'r']"
Data Analyst,Lead-Data Analyst,"Rolla, MO",via My ArkLaMiss Jobs,Full-time,0,"Illinois, United States",2/18/2023,0,1,United States,year,148238.5,,EDWARD JONES,
Senior Data Scientist,Data Scientist or Sr. Data Scientist,"Amarillo, TX",via Ladders,Full-time,0,"Texas, United States",2/13/2023,0,1,United States,year,115000,,Xcel Energy,"['sql', 'python', 'express']"
Data Scientist,Sr Data Scientist,"Lincoln, NE",via DirectlyApply,Full-time,0,"Illinois, United States",2/10/2023,0,1,United States,year,119175,,Marriott,"['go', 'python', 'sql', 'snowflake', 'aws', 'pyspark', 'scikit-learn', 'flow', 'git']"
Data Analyst,"Senior, Data Analyst","Dallas, TX",via Ai-Jobs.net,Full-time,0,"Texas, United States",2/9/2023,0,0,United States,year,111175,,ServiceNow,"['sql', 'excel']"
Data Engineer,"Staff Data Engineer, Data Architecture","Boston, MA",via Ladders,Full-time,0,"Texas, United States",2/18/2023,1,1,United States,year,200000,,ezCater,"['python', 'sql', 'snowflake', 'redshift', 'bigquery', 'aws', 'gcp', 'azure', 'airflow', 'terraform', 'github', 'jenkins', 'kubernetes', 'docker']"
Data Engineer,Data Engineer,"New York, NY",via LinkedIn,Full-time,0,"Texas, United States",2/27/2023,1,0,United States,year,205000,,Lawrence Harvey,
Data Engineer,Jr. Data Engineer,Anywhere,via LinkedIn,Contractor,1,"California, United States",2/10/2023,0,0,United States,hour,,52.5,Insight Global,"['gcp', 'bigquery', 'hadoop', 'pyspark']"
Data Engineer,Business Intelligence Data Engineer,Anywhere,via Indeed,Full-time,1,"Texas, United States",2/18/2023,0,1,United States,year,155000,,Emerson United Inc,"['python', 'sql', 'nosql', 'azure', 'databricks', 'pyspark']"
Data Scientist,Reporting Data Scientist III,"Greensboro, GA",via Ladders,Full-time,0,Georgia,2/13/2023,0,0,United States,year,125000,,Truist Financial,"['python', 'r', 'sas', 'sas', 'nosql', 'sql', 'java', 'hadoop', 'spark', 'tableau']"
Data Engineer,data engineer,Anywhere,via Indeed,Full-time,1,Georgia,2/17/2023,1,1,United States,year,102096.7031,,Kani Solutions,"['python', 'sql', 'snowflake', 'bigquery', 'kafka', 'spark', 'airflow']"
Data Scientist,Data Scientist I,"Toronto, OH",via Ladders,Full-time,0,"New York, United States",2/14/2023,0,0,United States,year,90000,,TD Bank,"['go', 'python', 'r', 'matlab', 'sas', 'sas']"
Data Scientist,Data Scientist,"Seville, Spain",via Ai-Jobs.net,Full-time,0,Spain,2/20/2023,0,0,Spain,year,88128,,Uni Systems,"['python', 'sql', 'nosql', 'selenium', 'gitlab']"
Data Engineer,Python Data Engineer,Anywhere,via Upwork,Contractor,1,"Florida, United States",2/22/2023,1,0,United States,hour,,20,Upwork,"['python', 'java', 'aws', 'pyspark', 'spark', 'airflow', 'jenkins']"
Data Scientist,DATA SCIENCE SPECIALIST,"Phoenix, AZ",via ZipRecruiter,Full-time,0,Sudan,2/5/2023,0,1,Sudan,year,65800,,Arizona State University,"['sas', 'sas', 'sql', 'r', 'python', 'phoenix', 'tableau']"
